school_name,state,city,control,level,enrollment,has_ia_program,ia_program_name,ia_cost_model,ia_price,ia_opt_out,bookstore_partner,publishers_platforms,oer_program,source_url,source_type,verification_date,confidence,notes
Loyola University New Orleans,LA,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
McNeese State University,LA,,public,4-year,0,yes,Inclusive Access (select courses),course-level ia; some mandate no opt-out,,unknown,Follett,Various; e-textbooks via IA,unknown,https://mcneese.edu; https://bkstr.com/mcneese,,2026-03-09,likely,IA for some courses. Some syllabi mandate no opt-out.
Miller-Motte College-McCann-Monroe,LA,,private_forprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
NationsUniversity,LA,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
New Orleans Baptist Theological Seminary,LA,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Nicholls State University,LA,,public,4-year,0,yes,Colonel Bundle (Inclusive Access),flat rate per semester; auto-enrolled; digital + physical; opt-out,,unknown,Follett/BN,Various; digital via LMS,unknown,https://nicholls.edu,,2026-03-09,likely,Colonel Bundle: inclusive access. Flat rate per semester. Auto-enrolled. Digital and physical options.
Northshore Technical Community College,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Northwest Louisiana Technical Community College,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Northwestern State University of Louisiana,LA,,public,4-year,0,Yes,IncludED Textbook Program,per-course (mynsu billing),,unknown,NSU Campus Store,Various via LMS,unknown,https://nsula.bkstr.com; https://nsula.edu,,2026-03-09,likely,Auto-enrolled; rent/purchase reduced cost; digital+physical; opt-out
Nunez Community College,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Relay Graduate School of Education - Baton Rouge,LA,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Relay Graduate School of Education - New Orleans,LA,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Remington College-Baton Rouge Campus,LA,,private_nonprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Remington College-Lafayette Campus,LA,,private_nonprofit,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Remington College-Shreveport Campus,LA,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
River Parishes Community College,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
SOWELA Technical Community College,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Saint Joseph Seminary College,LA,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
South Louisiana Community College,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southeastern Louisiana University,LA,,public,4-year,0,yes,Textbook Rental System (Follett),per-course charge on student invoice,,unknown,Follett,Follett; various,unknown,https://southeastern.edu; https://bkstr.com/southeastern,,2026-03-09,likely,Textbooks issued per-course charge. Follett partnership.
Southeastern Louisiana University - Albert Cammon Middle School,LA,,public,4-year,0,yes,Textbook Rental System,per-course charge added to invoice; rental; return required,,unknown,University bookstore,Various; rental format,unknown,https://southeastern.edu,,2026-03-09,likely,Textbook Rental System: per-course charge on invoice. Books must be returned in good condition or charged full retail.
Southeastern Louisiana University - Destrahan High School,LA,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southeastern Louisiana University - EBR Parish School System Prof Dev,LA,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southeastern Louisiana University - St Amant High School,LA,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southern University Law Center,LA,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southern University and A & M College,LA,,public,4-year,0,yes,Follett ACCESS,rental at reduced cost; billed to tuition/fees; all ug+grad since fall 2020; opt-out; per-cr flat charge (susla),,unknown,Follett / SUBR Bookstore,Various; Follett,unknown,https://subr.edu; https://susla.edu,,2026-03-09,likely,Southern U: Follett ACCESS since Fall 2020. All UG+grad. Billed to tuition. Opt-out.
Southern University at New Orleans,LA,,public,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Southern University at Shreveport,LA,,public,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
